Date,Open,High,Low,Close,Volume
2019-03-20,5386.8,5389.3,5352.35,5356.85,
2019-03-22,5372.65,5380.95,5324.9,5328.6,
2019-03-25,5293.75,5293.9,5259.5,5268.2,
2019-03-26,5281.45,5314.3,5280.75,5311.4,
2019-03-27,5332.55,5368.95,5329.75,5365.05,
2019-03-28,5378.6,5410.85,5377.15,5406.15,
2019-03-29,5430.55,5445.2,5419.5,5438.8,
2019-04-01,5474.0,5516.15,5473.3,5490.6,
2019-04-02,5510.75,5512.8,5461.55,5485.8,
2019-04-03,5498.5,5519.1,5428.3,5433.4,
2019-04-04,5443.8,5447.15,5388.35,5408.1,
2019-04-05,5433.0,5460.25,5431.3,5457.0,
2019-04-08,5478.45,5495.6,5428.1,5439.95,
2019-04-09,5449.05,5449.7,5404.75,5433.75,
2019-04-10,5429.3,5463.55,5427.4,5442.65,
2019-04-11,5452.2,5468.25,5435.35,5447.15,
2019-04-12,5454.35,5483.35,5453.15,5480.15,
2019-04-15,5500.85,5535.8,5500.2,5510.65,
2019-04-16,5527.65,5536.25,5523.45,5527.45,
2019-04-18,5533.4,5539.5,5446.5,5461.85,
2019-04-22,5450.65,5450.85,5376.7,5380.0,
2019-04-23,5387.45,5403.85,5354.95,5363.95,
2019-04-24,5379.65,5398.2,5365.95,5396.3,
2019-04-25,5406.1,5433.4,5391.6,5395.95,
2019-04-26,5405.55,5413.45,5377.95,5389.6,
2019-04-30,5390.6,5393.3,5306.05,5328.25,
2019-05-02,5325.1,5348.05,5301.0,5320.4,
2019-05-03,5326.55,5341.05,5306.0,5311.6,
2019-05-06,5279.45,5300.6,5264.75,5269.6,
2019-05-07,5284.5,5298.3,5225.1,5228.2,
2019-05-08,5217.1,5218.35,5155.9,5158.35,
2019-05-09,5147.9,5163.5,5124.45,5142.6,
2019-05-10,5149.85,5173.55,5139.5,5158.0,
2019-05-13,5154.45,5156.6,5034.75,5041.25,
2019-05-14,5027.9,5077.15,4983.55,5067.6,
2019-05-15,5086.35,5102.8,5027.9,5035.1,
2019-05-16,5045.15,5051.35,5010.7,5042.9,
2019-05-17,5046.05,5073.15,5044.15,5059.15,
2019-05-20,5199.5,5267.5,5155.9,5264.15,
2019-05-21,5281.15,5292.05,5213.1,5231.15,
2019-05-22,5243.85,5259.4,5213.05,5252.4,
2019-05-23,5321.45,5349.85,5229.85,5244.55,
2019-05-24,5268.85,5378.05,5265.9,5374.4,
2019-05-27,5397.9,5467.0,5385.55,5464.95,
2019-05-28,5484.3,5498.5,5458.3,5479.15,
2019-05-29,5481.2,5483.75,5433.25,5444.3,
2019-05-30,5445.4,5463.0,5437.9,5451.5,
2019-05-31,5461.35,5468.2,5381.95,5412.9,
2019-06-03,5414.85,5422.4,5389.15,5416.2,
2019-06-04,5416.05,5456.35,5406.75,5412.9,
2019-06-06,5421.3,5423.85,5310.55,5325.7,
2019-06-07,5333.85,5348.9,5280.3,5320.05,
2019-06-10,5340.2,5350.25,5271.05,5284.7,
2019-06-11,5286.9,5299.2,5251.8,5293.55,
2019-06-12,5294.85,5299.2,5264.1,5273.05,
2019-06-13,5264.55,5266.8,5205.2,5244.9,
2019-06-14,5241.25,5248.8,5203.05,5212.3,
2019-06-17,5214.6,5215.75,5132.65,5137.15,
2019-06-18,5135.65,5151.85,5099.9,5111.95,
2019-06-19,5127.45,5143.05,5023.0,5041.8,
2019-06-20,5028.6,5099.5,4990.1,5093.2,
2019-06-21,5094.6,5112.35,5073.05,5092.15,
2019-06-24,5099.85,5108.25,5075.8,5080.1,
2019-06-25,5075.2,5105.1,5061.35,5101.45,
2019-06-26,5094.0,5131.85,5092.25,5127.45,
2019-06-27,5138.95,5166.75,5129.85,5141.35,
2019-06-28,5148.55,5154.6,5128.25,5138.55,
2019-07-01,5157.35,5170.55,5153.95,5163.45,
2019-07-02,5173.2,5175.0,5141.35,5156.4,
2019-07-03,5162.95,5177.0,5158.15,5170.55,
2019-07-04,5177.25,5198.2,5177.2,5186.75,
2019-07-05,5198.65,5204.8,5111.45,5120.25,
2019-07-08,5099.9,5101.25,4993.5,5009.3,
2019-07-09,4999.3,5026.15,4973.9,5014.7,
2019-07-10,5015.15,5038.45,4975.7,4979.0,
2019-07-11,4995.95,5007.6,4976.6,4996.95,
2019-07-12,4997.5,5032.0,4994.5,5015.85,
2019-07-15,5027.3,5030.45,4969.25,4975.8,
2019-07-16,4978.25,4988.45,4961.2,4975.8,
2019-07-17,4973.15,4995.0,4965.55,4975.8,
2019-07-18,4972.05,4974.4,4921.1,4924.45,
2019-07-19,4933.25,4938.55,4837.6,4841.05,
2019-07-22,4821.15,4824.45,4748.8,4772.4,
2019-07-23,4777.9,4801.25,4774.0,4797.5,
2019-07-24,4796.25,4805.35,4733.45,4737.8,
2019-07-25,4729.8,4758.7,4719.0,4724.4,
2019-07-26,4711.65,4730.6,4696.6,4726.45,
2019-07-29,4725.05,4731.95,4673.65,4678.0,
2019-07-30,4671.6,4688.85,4560.9,4567.55,
2019-07-31,4544.8,4588.4,4501.0,4581.6,
2019-08-01,4561.3,4594.5,4497.0,4523.55,
2019-08-02,4484.9,4524.3,4449.35,4496.85,
2019-08-05,4461.6,4462.95,4367.35,4405.5,
2019-08-06,4377.2,4483.65,4377.1,4478.85,
2019-08-07,4488.3,4522.1,4465.95,4471.55,
2019-08-08,4478.85,4514.45,4464.55,4506.65,
2019-08-09,4522.05,4567.2,4521.95,4546.45,
2019-08-13,4554.75,4562.0,4475.3,4480.6,
2019-08-14,4490.7,4501.7,4472.5,4495.65,
2019-08-16,4488.7,4507.4,4455.15,4502.25,
2019-08-19,4510.05,4536.1,4507.05,4526.05,
2019-08-20,4521.75,4529.05,4480.8,4493.45,
2019-08-21,4484.0,4488.0,4407.15,4412.5,
2019-08-22,4394.5,4397.45,4313.9,4316.45,
2019-08-23,4298.3,4347.85,4242.55,4343.75,
2019-08-26,4436.9,4437.45,4338.85,4433.5,
2019-08-27,4452.2,4505.3,4449.95,4500.25,
2019-08-28,4504.3,4526.45,4457.2,4476.55,
2019-08-29,4465.85,4470.45,4427.1,4438.85,
2019-08-30,4442.05,4481.6,4434.9,4479.0,
2019-09-03,4457.9,4465.85,4407.3,4416.2,
2019-09-04,4414.75,4430.25,4395.25,4426.25,
2019-09-05,4430.65,4460.7,4430.65,4456.3,
2019-09-06,4463.65,4510.7,4463.25,4505.05,
2019-09-09,4495.45,4543.15,4490.3,4537.45,
2019-09-11,4557.7,4615.35,4556.25,4608.35,
2019-09-12,4630.05,4661.8,4615.4,4618.6,
2019-09-13,4634.9,4650.7,4604.95,4646.1,
2019-09-16,4625.6,4668.4,4612.85,4664.15,
2019-09-17,4676.75,4684.25,4563.3,4571.2,
2019-09-18,4600.55,4613.45,4565.6,4577.8,
2019-09-19,4586.85,4586.9,4498.45,4512.65,
2019-09-20,4524.8,4696.3,4490.25,4668.95,
2019-09-23,4743.1,4823.3,4740.5,4819.9,
2019-09-24,4835.25,4848.15,4805.3,4820.85,
2019-09-25,4826.6,4826.85,4732.45,4742.85,
2019-09-26,4755.45,4778.45,4751.15,4766.5,
2019-09-27,4771.95,4787.3,4723.8,4730.8,
2019-09-30,4739.6,4743.7,4653.25,4677.4,
2019-10-01,4695.4,4699.55,4538.6,4598.05,
2019-10-03,4591.85,4604.95,4551.5,4576.85,
2019-10-04,4601.3,4606.75,4531.1,4535.9,
2019-10-07,4542.85,4547.15,4483.95,4488.4,
2019-10-09,4495.3,4518.55,4469.45,4515.85,
2019-10-10,4510.35,4518.6,4488.05,4492.55,
2019-10-11,4502.7,4528.25,4477.35,4506.85,
2019-10-14,4520.05,4531.55,4502.2,4507.55,
2019-10-15,4519.7,4522.0,4500.6,4504.8,
2019-10-16,4524.7,4539.65,4507.6,4513.8,
2019-10-17,4520.6,4561.2,4513.95,4557.7,
2019-10-18,4569.7,4649.55,4568.7,4643.2,
2019-10-22,4656.25,4695.95,4655.0,4681.85,
2019-10-23,4694.6,4700.4,4666.0,4687.4,
2019-10-24,4710.35,4717.8,4658.9,4664.75,
2019-10-25,4675.15,4679.85,4635.0,4645.8,
2019-10-27,4674.9,4701.45,4672.8,4698.15,
2019-10-29,4703.9,4734.3,4690.95,4726.8,
2019-10-30,4751.05,4765.5,4743.1,4756.85,
2019-10-31,4780.25,4806.5,4779.6,4789.75,
2019-11-01,4813.6,4831.2,4807.6,4817.6,
2019-11-04,4846.2,4869.95,4833.05,4839.0,
2019-11-05,4855.5,4860.2,4783.5,4794.3,
2019-11-06,4814.5,4814.5,4766.85,4772.15,
2019-11-07,4797.6,4807.95,4782.7,4796.4,
2019-11-08,4803.55,4821.3,4769.2,4774.25,
2019-11-11,4783.65,4787.55,4768.9,4778.35,
2019-11-13,4781.6,4786.35,4728.15,4739.65,
2019-11-14,4753.3,4756.05,4718.3,4739.5,
2019-11-15,4747.4,4756.25,4730.35,4733.65,
2019-11-18,4748.85,4758.05,4735.95,4742.3,
2019-11-19,4751.45,4764.0,4747.9,4755.05,
2019-11-20,4767.8,4773.95,4752.6,4757.8,
2019-11-21,4773.65,4779.3,4741.5,4743.55,
2019-11-22,4754.8,4758.25,4735.35,4744.35,
2019-11-25,4759.1,4787.9,4751.35,4785.45,
2019-11-26,4803.35,4816.5,4756.15,4764.5,
2019-11-27,4768.2,4779.9,4756.25,4767.6,
2019-11-28,4777.25,4799.4,4773.45,4797.05,
2019-11-29,4810.15,4839.65,4806.05,4831.05,
2019-12-02,4833.65,4839.05,4791.95,4795.85,
2019-12-03,4804.3,4807.05,4745.2,4757.75,
2019-12-04,4748.5,4780.35,4733.35,4775.0,
2019-12-05,4786.5,4792.75,4766.5,4781.35,
2019-12-06,4796.85,4799.7,4721.25,4732.0,
2019-12-09,4736.8,4741.9,4694.8,4699.4,
2019-12-10,4703.0,4705.05,4646.9,4655.95,
2019-12-11,4663.05,4668.3,4625.6,4642.9,
2019-12-12,4656.2,4672.4,4647.3,4668.2,
2019-12-13,4684.3,4709.75,4683.75,4707.25,
2019-12-16,4722.65,4725.25,4700.0,4704.15,
2019-12-17,4719.7,4738.8,4713.9,4736.85,
2019-12-18,4745.75,4756.3,4727.75,4738.05,
2019-12-19,4740.55,4744.9,4728.55,4737.85,
2019-12-20,4745.7,4757.5,4736.9,4741.1,
2019-12-23,4738.45,4750.75,4733.1,4741.45,
2019-12-24,4752.7,4758.45,4737.4,4743.4,
2019-12-26,4758.3,4768.15,4749.2,4756.15,
2019-12-27,4774.15,4799.15,4771.25,4795.3,
2019-12-30,4812.9,4837.05,4812.15,4834.3,
2019-12-31,4845.1,4861.9,4835.45,4857.4,
2020-01-01,4870.3,4896.5,4869.65,4892.7,
2020-01-02,4910.85,4975.0,4908.65,4971.55,
2020-01-03,4980.45,5002.0,4969.85,4983.1,
2020-01-06,4964.9,4966.9,4876.7,4887.9,
2020-01-07,4925.75,4974.75,4925.35,4946.35,
2020-01-08,4889.8,4949.95,4883.6,4945.65,
2020-01-09,5003.9,5040.65,5003.65,5037.25,
2020-01-10,5062.85,5096.85,5052.3,5071.2,
2020-01-13,5090.35,5122.75,5089.05,5119.65,
2020-01-14,5133.6,5153.55,5127.55,5147.55,
2020-01-15,5149.55,5200.85,5136.5,5195.9,
2020-01-16,5215.25,5242.3,5214.35,5233.95,
2020-01-17,5250.15,5260.3,5236.25,5253.75,
2020-01-20,5285.8,5289.1,5221.3,5226.3,
2020-01-21,5216.7,5247.15,5204.3,5226.3,
2020-01-22,5258.05,5266.95,5212.45,5218.75,
2020-01-23,5229.95,5254.85,5224.5,5252.25,
2020-01-24,5261.9,5286.2,5242.95,5280.0,
2020-01-27,5270.75,5310.4,5262.45,5276.1,
2020-01-28,5297.8,5314.65,5245.5,5263.95,
2020-01-29,5292.55,5305.8,5261.75,5266.55,
2020-01-30,5272.75,5275.05,5194.15,5203.95,
2020-01-31,5228.65,5236.9,5190.0,5200.75,
2020-02-01,5196.75,5240.85,5058.95,5069.95,
2020-02-03,5045.05,5088.35,5015.4,5066.05,
2020-02-04,5098.0,5159.65,5096.55,5157.95,
2020-02-05,5171.7,5211.9,5169.7,5198.4,
2020-02-06,5216.6,5249.35,5215.95,5239.75,
2020-02-07,5260.95,5264.9,5242.95,5259.25,
2020-02-10,5274.3,5278.7,5219.7,5224.55,
2020-02-11,5256.85,5267.4,5221.75,5228.4,
2020-02-12,5249.35,5249.75,5206.75,5217.5,
2020-02-13,5230.95,5233.15,5205.25,5210.9,
2020-02-14,5225.95,5241.15,5191.75,5197.65,
2020-02-17,5210.5,5215.3,5135.55,5139.9,
2020-02-18,5135.15,5138.2,5049.7,5113.8,
2020-02-19,5138.55,5189.6,5138.4,5183.2,
2020-02-20,5192.6,5231.15,5185.1,5203.65,
2020-02-24,5179.25,5196.7,5112.2,5116.25,
2020-02-25,5136.9,5160.3,5087.85,5102.35,
2020-02-26,5083.6,5113.9,5058.25,5072.25,
2020-02-27,5068.45,5074.5,4966.75,5022.55,
2020-02-28,4902.7,4908.35,4816.15,4831.05,
2020-03-02,4901.55,4949.15,4746.25,4774.9,
2020-03-03,4825.65,4859.55,4765.5,4830.2,
2020-03-04,4852.55,4862.8,4687.85,4754.95,
2020-03-05,4782.2,4806.9,4742.75,4775.95,
2020-03-06,4598.5,4672.25,4568.4,4665.95,
2020-03-09,4563.7,4571.8,4405.25,4448.45,
2020-03-11,4428.3,4512.75,4417.45,4436.1,
2020-03-12,4228.4,4245.95,4001.95,4043.4,
2020-03-13,3667.1,4093.65,3471.5,4070.9,
2020-03-16,3923.4,3936.75,3835.35,3849.9,
2020-03-17,3836.15,3877.85,3753.8,3760.2,
2020-03-18,3795.6,3826.7,3513.9,3531.15,
2020-03-19,3365.1,3415.85,3244.55,3345.9,
2020-03-20,3362.2,3475.05,3327.05,3421.0,
2020-03-23,3126.0,3186.3,2993.8,2996.4,
2020-03-24,3068.05,3106.25,2867.4,2967.45,
2020-03-25,2920.15,3049.8,2913.45,3041.55,
2020-03-26,3082.95,3215.55,3063.25,3147.2,
2020-03-27,3247.5,3301.05,3157.4,3174.85,
2020-03-30,3124.0,3145.8,3064.6,3101.1,
2020-03-31,3175.75,3209.5,3142.6,3201.6,
2020-04-01,3223.1,3224.85,3153.45,3170.3,
2020-04-03,3199.65,3201.95,3128.25,3135.4,
2020-04-07,3243.9,3255.0,3208.65,3244.5,
2020-04-08,3268.5,3369.55,3252.35,3299.6,
2020-04-09,3382.5,3414.9,3378.45,3412.7,
2020-04-13,3461.4,3463.25,3336.2,3398.4,
2020-04-15,3453.2,3511.7,3411.85,3434.65,
2020-04-16,3450.65,3515.4,3439.75,3504.25,
2020-04-17,3613.35,3617.75,3564.55,3609.65,
2020-04-20,3676.0,3676.0,3628.65,3633.45,
2020-04-21,3584.85,3588.95,3492.5,3506.75,
2020-04-22,3509.3,3530.05,3462.65,3523.5,
2020-04-23,3562.1,3592.55,3553.85,3570.75,
2020-04-24,3555.9,3556.1,3499.2,3504.3,
2020-04-27,3552.45,3566.3,3531.85,3533.0,
2020-04-28,3580.4,3585.65,3524.95,3558.7,
2020-04-29,3589.3,3602.55,3572.85,3590.55,
2020-04-30,3649.9,3664.5,3609.95,3615.75,
2020-05-04,3544.85,3548.5,3487.5,3502.0,
2020-05-05,3536.55,3558.85,3457.2,3459.05,
2020-05-06,3481.55,3489.4,3437.05,3472.65,
2020-05-07,3476.7,3503.2,3472.45,3479.5,
2020-05-08,3517.05,3528.2,3451.3,3453.4,
2020-05-11,3492.4,3499.6,3439.3,3440.3,
2020-05-12,3436.2,3442.1,3375.4,3412.6,
2020-05-13,3542.7,3542.7,3462.8,3490.8,
2020-05-14,3474.95,3494.5,3451.15,3458.8,
2020-05-15,3478.45,3480.65,3449.85,3461.15,
2020-05-18,3478.05,3481.65,3345.45,3352.5,
2020-05-19,3384.75,3391.45,3349.0,3352.5,
2020-05-20,3357.6,3396.75,3356.45,3394.0,
2020-05-21,3407.1,3440.3,3407.1,3416.35,
2020-05-22,3421.6,3439.4,3386.5,3402.05,
2020-05-26,3429.95,3436.1,3406.75,3422.7,
2020-05-27,3442.15,3446.45,3408.6,3440.75,
2020-05-28,3464.65,3501.65,3464.5,3498.4,
2020-05-29,3503.05,3555.55,3494.95,3538.75,
2020-06-01,3601.65,3666.7,3600.1,3651.95,
2020-06-02,3694.0,3736.95,3681.05,3733.15,
2020-06-03,3795.95,3822.3,3769.85,3781.45,
2020-06-04,3809.8,3824.35,3751.9,3781.4,
2020-06-05,3825.0,3893.0,3823.7,3887.7,
2020-06-08,3974.1,3987.15,3920.35,3931.3,
2020-06-09,3966.8,3971.8,3870.25,3888.85,
2020-06-10,3906.85,3926.1,3882.1,3920.9,
2020-06-11,3934.3,3955.25,3870.35,3876.85,
2020-06-12,3720.55,3874.9,3720.5,3871.3,
2020-06-15,3899.7,3922.2,3863.85,3884.65,
2020-06-16,3949.15,3957.8,3821.5,3881.7,
2020-06-17,3882.35,3919.85,3873.1,3904.8,
2020-06-18,3918.4,3962.55,3917.4,3959.9,
2020-06-19,3998.85,4030.65,3988.8,4026.8,
2020-06-22,4078.5,4111.05,4071.25,4105.4,
2020-06-23,4151.45,4171.8,4112.8,4169.05,
2020-06-24,4217.15,4227.4,4105.8,4110.3,
2020-06-25,4082.85,4131.5,4064.55,4125.55,
2020-06-26,4166.3,4178.25,4141.3,4148.5,
2020-06-29,4151.65,4151.8,4076.0,4097.85,
2020-06-30,4124.8,4130.85,4056.05,4067.25,
2020-07-01,4078.7,4100.0,4058.75,4095.45,
2020-07-02,4128.45,4140.3,4119.0,4130.8,
2020-07-03,4155.9,4160.5,4126.5,4142.15,
2020-07-06,4176.2,4209.9,4171.25,4207.45,
2020-07-07,4227.85,4244.25,4200.6,4236.5,
2020-07-08,4260.85,4280.15,4217.55,4224.95,
2020-07-09,4248.25,4265.75,4244.75,4260.1,
2020-07-10,4254.15,4283.4,4226.95,4246.2,
2020-07-13,4278.1,4286.55,4230.0,4245.9,
2020-07-14,4238.65,4241.2,4155.25,4190.5,
2020-07-15,4221.2,4253.25,4178.4,4187.75,
2020-07-16,4202.85,4210.45,4143.7,4184.8,
2020-07-17,4204.15,4243.55,4202.25,4239.95,
2020-07-20,4269.5,4285.1,4261.35,4279.4,
2020-07-21,4313.45,4323.4,4291.8,4294.9,
2020-07-22,4317.3,4320.0,4264.1,4287.15,
2020-07-23,4298.6,4329.95,4296.95,4318.4,
2020-07-24,4305.7,4318.0,4274.85,4306.1,
2020-07-27,4328.55,4332.5,4256.9,4269.0,
2020-07-28,4288.2,4316.25,4284.35,4312.6,
2020-07-29,4331.7,4361.2,4308.9,4316.75,
2020-07-30,4330.0,4345.8,4278.6,4287.65,
2020-07-31,4302.35,4328.65,4276.9,4320.4,
2020-08-03,4331.45,4379.6,4325.95,4367.9,
2020-08-04,4402.9,4438.5,4390.55,4433.25,
2020-08-05,4463.0,4486.55,4454.2,4475.8,
2020-08-06,4498.7,4526.45,4492.1,4505.7,
2020-08-07,4519.05,4550.0,4515.25,4542.8,
2020-08-10,4579.4,4619.55,4577.2,4614.3,
2020-08-11,4654.15,4665.35,4624.7,4628.75,
2020-08-12,4626.55,4649.15,4606.0,4644.55,
2020-08-13,4676.55,4699.65,4675.05,4687.15,
2020-08-14,4716.15,4724.5,4614.5,4650.85,
2020-08-17,4702.25,4704.95,4644.0,4697.75,
2020-08-18,4725.05,4765.85,4718.75,4758.75,
2020-08-19,4794.3,4834.3,4793.05,4821.15,
2020-08-20,4799.3,4865.0,4784.7,4844.8,
2020-08-21,4888.8,4933.3,4888.5,4915.95,
2020-08-24,4965.05,5006.65,4961.4,4990.55,
2020-08-25,5037.55,5043.4,4976.6,5009.3,
2020-08-26,5043.45,5067.9,5030.3,5059.35,
2020-08-27,5097.9,5105.85,5065.75,5072.05,
2020-08-28,5103.7,5113.65,5055.55,5061.35,
2020-08-31,5103.9,5106.7,4800.7,4833.8,
2020-09-01,4828.4,4873.2,4782.65,4843.5,
2020-09-02,4867.0,4924.6,4856.75,4918.65,
2020-09-03,4943.75,4983.4,4943.45,4949.1,
2020-09-04,4862.0,4938.5,4840.35,4896.15,
2020-09-07,4919.05,4940.35,4866.4,4901.7,
2020-09-08,4916.2,4932.05,4838.75,4856.1,
2020-09-09,4810.95,4813.15,4727.7,4787.7,
2020-09-10,4830.3,4883.05,4830.25,4852.2,
2020-09-11,4869.35,4880.25,4849.4,4861.2,
2020-09-14,4934.85,5117.65,4934.5,5107.9,
2020-09-15,5158.4,5179.55,5128.85,5174.05,
2020-09-16,5202.75,5208.15,5168.7,5193.1,
2020-09-17,5175.9,5200.25,5152.3,5163.35,
2020-09-18,5195.05,5208.3,5140.95,5151.5,
2020-09-21,5172.45,5187.0,4946.05,4956.8,
2020-09-22,4952.9,4958.65,4722.3,4865.5,
2020-09-23,4914.1,4962.0,4813.2,4865.8,
2020-09-24,4797.25,4808.45,4741.15,4751.65,
2020-09-25,4803.8,4876.05,4788.05,4873.9,
2020-09-28,4934.4,5023.1,4932.95,5016.95,
2020-09-29,5061.05,5069.95,4978.95,5004.75,
2020-09-30,5028.75,5030.35,4990.15,5000.7,
2020-10-01,5057.85,5070.1,5031.45,5039.55,
2020-10-05,5066.9,5078.85,5041.3,5065.25,
2020-10-06,5101.7,5111.05,5081.05,5092.35,
2020-10-07,5110.5,5113.95,5063.15,5068.4,
2020-10-08,5101.45,5109.8,5051.35,5053.4,
2020-10-09,5066.8,5075.35,5033.35,5037.45,
2020-10-12,5056.5,5061.4,4983.75,5003.15,
2020-10-13,5004.95,5014.7,4987.45,4996.6,
2020-10-14,4999.55,5009.95,4963.75,5000.4,
2020-10-15,5020.7,5030.55,4914.4,4922.2,
2020-10-16,4949.25,4996.7,4900.6,4987.9,
2020-10-19,5025.95,5030.85,5010.7,5016.35,
2020-10-20,5014.45,5032.95,4999.45,5029.25,
2020-10-21,5058.85,5072.2,4979.15,5029.15,
2020-10-22,5031.05,5076.85,5022.85,5068.15,
2020-10-23,5097.55,5112.15,5094.0,5103.95,
2020-10-26,5125.35,5129.3,5038.25,5048.95,
2020-10-27,5052.4,5066.65,5000.25,5058.85,
2020-10-28,5066.6,5080.1,5012.55,5017.1,
2020-10-29,4977.45,4992.8,4940.85,4975.45,
2020-10-30,4995.25,5031.55,4948.65,4976.7,
2020-11-02,4976.7,4990.4,4906.25,4912.75,
2020-11-03,4939.15,4958.5,4917.85,4925.1,
2020-11-04,4938.75,4959.65,4908.45,4926.15,
2020-11-05,4972.0,5009.8,4970.65,5006.85,
2020-11-06,5032.3,5062.95,5027.05,5031.55,
2020-11-09,5077.85,5084.4,5042.75,5052.25,
2020-11-10,5088.35,5091.9,5033.25,5043.05,
2020-11-11,5055.7,5084.6,5029.8,5070.95,
2020-11-12,5084.25,5135.8,5075.05,5129.85,
2020-11-13,5135.4,5184.6,5126.9,5178.2,
2020-11-14,5225.5,5236.55,5219.1,5225.7,
2020-11-17,5251.2,5256.3,5214.7,5251.85,
2020-11-18,5257.9,5288.1,5249.8,5282.45,
2020-11-19,5270.1,5353.55,5258.55,5281.95,
2020-11-20,5307.9,5351.55,5296.2,5338.35,
2020-11-23,5393.1,5439.25,5385.0,5427.4,
2020-11-24,5471.7,5482.05,5455.5,5475.85,
2020-11-25,5511.5,5520.6,5418.8,5424.2,
2020-11-26,5450.6,5468.35,5403.25,5466.05,
2020-11-27,5484.85,5616.55,5484.35,5604.3,
2020-12-01,5648.1,5683.1,5632.0,5669.5,
2020-12-02,5698.6,5702.95,5647.75,5686.3,
2020-12-03,5724.95,5741.1,5719.3,5736.05,
2020-12-04,5769.7,5783.4,5718.65,5764.9,
2020-12-07,5798.45,5854.45,5797.25,5844.0,
2020-12-08,5885.9,5897.35,5756.1,5828.6,
2020-12-09,5861.6,5886.4,5855.3,5872.95,
2020-12-10,5876.1,5876.25,5760.65,5835.55,
2020-12-11,5870.45,5908.35,5831.1,5865.25,
2020-12-14,5912.9,5932.4,5887.9,5912.6,
2020-12-15,5927.75,5935.35,5875.95,5925.1,
2020-12-16,5968.75,6001.4,5962.8,5981.8,
2020-12-17,6014.05,6034.15,5970.05,5980.0,
2020-12-18,6003.7,6008.7,5890.9,5957.85,
2020-12-21,5962.5,5985.95,5560.3,5665.45,
2020-12-22,5638.9,5738.3,5455.2,5718.9,
2020-12-23,5758.55,5883.95,5756.45,5881.8,
2020-12-24,5930.35,5959.65,5898.0,5926.55,
2020-12-28,5978.95,6032.05,5977.75,6027.05,
2020-12-29,6070.65,6081.85,5984.7,6027.05,
2020-12-30,6050.25,6065.95,5984.9,6062.65,
2020-12-31,6078.2,6100.6,6062.25,6076.2,
2021-01-01,6098.75,6154.0,6097.0,6146.15,
2021-01-04,6196.6,6230.8,6142.8,6226.5,
2021-01-05,6202.1,6269.55,6165.25,6264.5,
2021-01-06,6299.7,6326.7,6192.6,6248.7,
2021-01-07,6307.5,6343.6,6306.45,6319.45,
2021-01-08,6378.3,6396.55,6352.75,6364.05,
2021-01-11,6418.2,6426.2,6332.85,6359.15,
2021-01-12,6371.75,6395.35,6352.0,6377.4,
2021-01-13,6412.25,6432.0,6297.9,6360.45,
2021-01-14,6383.9,6395.45,6331.35,6388.4,
